no;id;period;y;g;D;alpha_i;x1;x2
40;7;4;0;0;0;0.0546;0.9716;1
41;7;5;0;0;0;0.0546;0.9716;1
42;7;6;0;0;0;0.0546;0.9716;1
43;8;1;1;0;0;-0.2348;0.4675;1
44;8;2;0;0;0;-0.2348;0.4675;1
45;8;3;0;0;0;-0.2348;0.4675;1
46;8;4;0;0;0;-0.2348;0.4675;1
47;8;5;0;0;0;-0.2348;0.4675;1
48;8;6;1;0;0;-0.2348;0.4675;1
49;9;1;1;0;0;0.5616;0.0145;0
50;9;2;1;0;0;0.5616;0.0145;0
51;9;3;1;0;0;0.5616;0.0145;0
52;9;4;1;0;0;0.5616;0.0145;0
53;9;5;1;0;0;0.5616;0.0145;0
54;9;6;0;0;0;0.5616;0.0145;0
55;10;1;0;0;0;-0.912;-0.0596;1
56;10;2;0;0;0;-0.912;-0.0596;1
57;10;3;0;0;0;-0.912;-0.0596;1
58;10;4;0;0;0;-0.912;-0.0596;1
59;10;5;0;0;0;-0.912;-0.0596;1
60;10;6;1;0;0;-0.912;-0.0596;1
61;11;1;1;0;0;0.0109;-0.5442;1
62;11;2;0;0;0;0.0109;-0.5442;1
63;11;3;0;0;0;0.0109;-0.5442;1
64;11;4;0;0;0;0.0109;-0.5442;1
65;11;5;1;0;0;0.0109;-0.5442;1
66;11;6;0;0;0;0.0109;-0.5442;1
67;12;1;1;0;0;-0.3243;-0.7238;0
68;12;2;0;0;0;-0.3243;-0.7238;0
69;12;3;1;0;0;-0.3243;-0.7238;0
70;12;4;0;0;0;-0.3243;-0.7238;0
71;12;5;0;0;0;-0.3243;-0.7238;0
72;12;6;0;0;0;-0.3243;-0.7238;0
73;13;1;0;0;0;-0.932;-1.7951;0
74;13;2;0;0;0;-0.932;-1.7951;0
75;13;3;0;0;0;-0.932;-1.7951;0
76;13;4;0;0;0;-0.932;-1.7951;0
77;13;5;0;0;0;-0.932;-1.7951;0
78;13;6;0;0;0;-0.932;-1.7951;0
79;14;1;1;0;0;-0.0488;1.1309;1
80;14;2;1;0;0;-0.0488;1.1309;1
81;14;3;0;0;0;-0.0488;1.1309;1
82;14;4;0;0;0;-0.0488;1.1309;1
83;14;5;1;0;0;-0.0488;1.1309;1
84;14;6;0;0;0;-0.0488;1.1309;1
85;15;1;0;0;0;-0.3659;0.8543;0
86;15;2;0;0;0;-0.3659;0.8543;0
87;15;3;0;0;0;-0.3659;0.8543;0
88;15;4;1;0;0;-0.3659;0.8543;0
89;15;5;1;0;0;-0.3659;0.8543;0
90;15;6;0;0;0;-0.3659;0.8543;0
91;16;1;1;0;0;-0.4154;1.6082;1
92;16;2;0;0;0;-0.4154;1.6082;1
93;16;3;0;0;0;-0.4154;1.6082;1
94;16;4;0;0;0;-0.4154;1.6082;1
95;16;5;0;0;0;-0.4154;1.6082;1
96;16;6;0;0;0;-0.4154;1.6082;1
97;17;1;0;0;0;-0.394;-0.0367;1
98;17;2;1;0;0;-0.394;-0.0367;1
99;17;3;1;0;0;-0.394;-0.0367;1
100;17;4;1;0;0;-0.394;-0.0367;1
101;17;5;0;0;0;-0.394;-0.0367;1
102;17;6;0;0;0;-0.394;-0.0367;1
103;18;1;0;0;0;-0.6362;-0.2481;1
104;18;2;0;0;0;-0.6362;-0.2481;1
105;18;3;0;0;0;-0.6362;-0.2481;1
106;18;4;1;0;0;-0.6362;-0.2481;1
107;18;5;0;0;0;-0.6362;-0.2481;1
108;18;6;0;0;0;-0.6362;-0.2481;1
109;19;1;1;0;0;2.022;0.5428;0
110;19;2;1;0;0;2.022;0.5428;0
111;19;3;0;0;0;2.022;0.5428;0
112;19;4;1;0;0;2.022;0.5428;0
113;19;5;1;0;0;2.022;0.5428;0
114;19;6;1;0;0;2.022;0.5428;0
115;20;1;0;0;0;0.5791;-0.1219;0
116;20;2;1;0;0;0.5791;-0.1219;0
117;20;3;1;0;0;0.5791;-0.1219;0
118;20;4;0;0;0;0.5791;-0.1219;0
119;20;5;0;0;0;0.5791;-0.1219;0
120;20;6;0;0;0;0.5791;-0.1219;0
121;21;1;0;0;0;-0.7943;-0.7274;0
122;21;2;0;0;0;-0.7943;-0.7274;0
123;21;3;0;0;0;-0.7943;-0.7274;0
124;21;4;0;0;0;-0.7943;-0.7274;0
125;21;5;0;0;0;-0.7943;-0.7274;0
126;21;6;1;0;0;-0.7943;-0.7274;0
127;22;1;0;0;0;0.1006;-0.4745;0
128;22;2;1;0;0;0.1006;-0.4745;0
129;22;3;0;0;0;0.1006;-0.4745;0
130;22;4;0;0;0;0.1006;-0.4745;0
131;22;5;0;0;0;0.1006;-0.4745;0
132;22;6;0;0;0;0.1006;-0.4745;0
133;23;1;0;0;0;-0.0492;0.4784;1
134;23;2;0;0;0;-0.0492;0.4784;1
135;23;3;1;0;0;-0.0492;0.4784;1
136;23;4;0;0;0;-0.0492;0.4784;1
137;23;5;0;0;0;-0.0492;0.4784;1
138;23;6;0;0;0;-0.0492;0.4784;1
139;24;1;1;0;0;0.8371;-0.0622;1
140;24;2;0;0;0;0.8371;-0.0622;1
141;24;3;0;0;0;0.8371;-0.0622;1
142;24;4;0;0;0;0.8371;-0.0622;1
143;24;5;1;0;0;0.8371;-0.0622;1
144;24;6;0;0;0;0.8371;-0.0622;1
145;25;1;0;0;0;-0.4266;-0.3094;0
146;25;2;1;0;0;-0.4266;-0.3094;0
147;25;3;0;0;0;-0.4266;-0.3094;0
148;25;4;1;0;0;-0.4266;-0.3094;0
149;25;5;0;0;0;-0.4266;-0.3094;0
150;25;6;0;0;0;-0.4266;-0.3094;0
151;26;1;0;0;0;-0.4047;-0.0252;1
152;26;2;0;0;0;-0.4047;-0.0252;1
153;26;3;1;0;0;-0.4047;-0.0252;1
154;26;4;0;0;0;-0.4047;-0.0252;1
155;26;5;0;0;0;-0.4047;-0.0252;1
156;26;6;0;0;0;-0.4047;-0.0252;1
157;27;1;0;0;0;0.1495;0.1028;0
158;27;2;1;0;0;0.1495;0.1028;0
159;27;3;0;0;0;0.1495;0.1028;0
160;27;4;0;0;0;0.1495;0.1028;0
161;27;5;0;0;0;0.1495;0.1028;0
162;27;6;1;0;0;0.1495;0.1028;0
163;28;1;0;0;0;-0.5366;-1.0319;1
164;28;2;0;0;0;-0.5366;-1.0319;1
165;28;3;0;0;0;-0.5366;-1.0319;1
166;28;4;0;0;0;-0.5366;-1.0319;1
167;28;5;1;0;0;-0.5366;-1.0319;1
168;28;6;0;0;0;-0.5366;-1.0319;1
169;29;1;1;0;0;-0.1963;-0.6137;1
170;29;2;0;0;0;-0.1963;-0.6137;1
171;29;3;0;0;0;-0.1963;-0.6137;1
172;29;4;0;0;0;-0.1963;-0.6137;1
173;29;5;1;0;0;-0.1963;-0.6137;1
174;29;6;0;0;0;-0.1963;-0.6137;1
175;30;1;0;0;0;-0.1047;-1.2226;0
176;30;2;0;0;0;-0.1047;-1.2226;0
177;30;3;0;0;0;-0.1047;-1.2226;0
178;30;4;0;0;0;-0.1047;-1.2226;0
179;30;5;0;0;0;-0.1047;-1.2226;0
180;30;6;0;0;0;-0.1047;-1.2226;0
181;31;1;0;0;0;-0.112;-1.1591;0
182;31;2;0;0;0;-0.112;-1.1591;0
183;31;3;1;0;0;-0.112;-1.1591;0
184;31;4;1;0;0;-0.112;-1.1591;0
185;31;5;1;0;0;-0.112;-1.1591;0
186;31;6;0;0;0;-0.112;-1.1591;0
187;32;1;0;0;0;0.6703;0.7491;1
188;32;2;0;0;0;0.6703;0.7491;1
189;32;3;0;0;0;0.6703;0.7491;1
190;32;4;0;0;0;0.6703;0.7491;1
191;32;5;1;0;0;0.6703;0.7491;1
192;32;6;0;0;0;0.6703;0.7491;1
193;33;1;0;0;0;0.0615;1.4119;0
194;33;2;0;0;0;0.0615;1.4119;0
195;33;3;0;0;0;0.0615;1.4119;0
196;33;4;0;0;0;0.0615;1.4119;0
197;33;5;0;0;0;0.0615;1.4119;0
198;33;6;0;0;0;0.0615;1.4119;0
199;34;1;0;0;0;-0.1635;0.6097;0
200;34;2;0;0;0;-0.1635;0.6097;0
201;34;3;1;0;0;-0.1635;0.6097;0
202;34;4;0;0;0;-0.1635;0.6097;0
203;34;5;0;0;0;-0.1635;0.6097;0
204;34;6;0;0;0;-0.1635;0.6097;0
205;35;1;0;0;0;-1.0632;-2.4202;0
206;35;2;0;0;0;-1.0632;-2.4202;0
207;35;3;0;0;0;-1.0632;-2.4202;0
208;35;4;0;0;0;-1.0632;-2.4202;0
209;35;5;0;0;0;-1.0632;-2.4202;0
210;35;6;0;0;0;-1.0632;-2.4202;0
211;36;1;1;0;0;-1.2321;1.1683;0
212;36;2;0;0;0;-1.2321;1.1683;0
213;36;3;0;0;0;-1.2321;1.1683;0
214;36;4;0;0;0;-1.2321;1.1683;0
215;36;5;0;0;0;-1.2321;1.1683;0
216;36;6;1;0;0;-1.2321;1.1683;0
217;37;1;1;0;0;0.6844;1.4762;0
218;37;2;0;0;0;0.6844;1.4762;0
219;37;3;0;0;0;0.6844;1.4762;0
220;37;4;1;0;0;0.6844;1.4762;0
221;37;5;0;0;0;0.6844;1.4762;0
222;37;6;0;0;0;0.6844;1.4762;0
223;38;1;0;0;0;-0.0846;1.2187;1
224;38;2;1;0;0;-0.0846;1.2187;1
225;38;3;1;0;0;-0.0846;1.2187;1
226;38;4;0;0;0;-0.0846;1.2187;1
227;38;5;0;0;0;-0.0846;1.2187;1
228;38;6;0;0;0;-0.0846;1.2187;1
229;39;1;1;0;0;1.2752;1.2301;0
230;39;2;0;0;0;1.2752;1.2301;0
231;39;3;1;0;0;1.2752;1.2301;0
232;39;4;1;0;0;1.2752;1.2301;0
233;39;5;1;0;0;1.2752;1.2301;0
234;39;6;1;0;0;1.2752;1.2301;0
235;40;1;0;0;0;0.4458;-0.0782;1
236;40;2;1;0;0;0.4458;-0.0782;1
237;40;3;0;0;0;0.4458;-0.0782;1
238;40;4;1;0;0;0.4458;-0.0782;1
239;40;5;0;0;0;0.4458;-0.0782;1
240;40;6;0;0;0;0.4458;-0.0782;1
241;41;1;1;0;0;0.6654;-0.2954;0
242;41;2;0;0;0;0.6654;-0.2954;0
243;41;3;0;0;0;0.6654;-0.2954;0
244;41;4;1;0;0;0.6654;-0.2954;0
245;41;5;0;0;0;0.6654;-0.2954;0
246;41;6;1;0;0;0.6654;-0.2954;0
247;42;1;0;0;0;-0.3894;-0.3615;0
248;42;2;0;0;0;-0.3894;-0.3615;0
249;42;3;0;0;0;-0.3894;-0.3615;0
250;42;4;0;0;0;-0.3894;-0.3615;0
251;42;5;0;0;0;-0.3894;-0.3615;0
252;42;6;0;0;0;-0.3894;-0.3615;0
253;43;1;0;0;0;-0.5679;-0.4935;1
254;43;2;0;0;0;-0.5679;-0.4935;1
255;43;3;1;0;0;-0.5679;-0.4935;1
256;43;4;1;0;0;-0.5679;-0.4935;1
257;43;5;0;0;0;-0.5679;-0.4935;1
258;43;6;0;0;0;-0.5679;-0.4935;1
259;44;1;0;0;0;0.0019;-0.872;0
260;44;2;0;0;0;0.0019;-0.872;0
261;44;3;1;0;0;0.0019;-0.872;0
262;44;4;0;0;0;0.0019;-0.872;0
263;44;5;0;0;0;0.0019;-0.872;0
264;44;6;0;0;0;0.0019;-0.872;0
265;45;1;0;0;0;-1.6415;-0.4058;0
266;45;2;0;0;0;-1.6415;-0.4058;0
267;45;3;0;0;0;-1.6415;-0.4058;0
268;45;4;0;0;0;-1.6415;-0.4058;0
269;45;5;0;0;0;-1.6415;-0.4058;0
270;45;6;0;0;0;-1.6415;-0.4058;0
271;46;1;0;0;0;-0.0035;-0.915;1
272;46;2;0;0;0;-0.0035;-0.915;1
273;46;3;0;0;0;-0.0035;-0.915;1
274;46;4;1;0;0;-0.0035;-0.915;1
275;46;5;0;0;0;-0.0035;-0.915;1
276;46;6;0;0;0;-0.0035;-0.915;1
277;47;1;0;0;0;-0.2319;-0.3401;0
278;47;2;0;0;0;-0.2319;-0.3401;0
279;47;3;0;0;0;-0.2319;-0.3401;0
280;47;4;1;0;0;-0.2319;-0.3401;0
281;47;5;1;0;0;-0.2319;-0.3401;0
282;47;6;0;0;0;-0.2319;-0.3401;0
283;48;1;1;0;0;0.9393;1.8076;1
284;48;2;1;0;0;0.9393;1.8076;1
285;48;3;1;0;0;0.9393;1.8076;1
286;48;4;0;0;0;0.9393;1.8076;1
287;48;5;1;0;0;0.9393;1.8076;1
288;48;6;1;0;0;0.9393;1.8076;1
289;49;1;0;0;0;-0.6694;-0.5056;1
290;49;2;1;0;0;-0.6694;-0.5056;1
291;49;3;0;0;0;-0.6694;-0.5056;1
292;49;4;0;0;0;-0.6694;-0.5056;1
293;49;5;1;0;0;-0.6694;-0.5056;1
294;49;6;0;0;0;-0.6694;-0.5056;1
295;50;1;0;0;0;0.624;0.7453;1
296;50;2;1;0;0;0.624;0.7453;1
297;50;3;1;0;0;0.624;0.7453;1
298;50;4;1;0;0;0.624;0.7453;1
299;50;5;1;0;0;0.624;0.7453;1
300;50;6;1;0;0;0.624;0.7453;1
301;51;1;0;0;0;-0.6693;-1.1725;0
302;51;2;0;0;0;-0.6693;-1.1725;0
303;51;3;0;0;0;-0.6693;-1.1725;0
304;51;4;0;0;0;-0.6693;-1.1725;0
305;51;5;0;0;0;-0.6693;-1.1725;0
306;51;6;0;0;0;-0.6693;-1.1725;0
307;52;1;0;0;0;-1.2578;-2.0153;0
308;52;2;1;0;0;-1.2578;-2.0153;0
309;52;3;1;0;0;-1.2578;-2.0153;0
310;52;4;0;0;0;-1.2578;-2.0153;0
311;52;5;1;0;0;-1.2578;-2.0153;0
312;52;6;0;0;0;-1.2578;-2.0153;0
313;53;1;1;0;0;0.4132;1.1499;0
314;53;2;0;0;0;0.4132;1.1499;0
315;53;3;0;0;0;0.4132;1.1499;0
316;53;4;0;0;0;0.4132;1.1499;0
317;53;5;0;0;0;0.4132;1.1499;0
318;53;6;1;0;0;0.4132;1.1499;0
319;54;1;0;0;0;-0.2981;-0.4541;0
320;54;2;0;0;0;-0.2981;-0.4541;0
321;54;3;0;0;0;-0.2981;-0.4541;0
322;54;4;0;0;0;-0.2981;-0.4541;0
323;54;5;0;0;0;-0.2981;-0.4541;0
324;54;6;0;0;0;-0.2981;-0.4541;0
325;55;1;1;0;0;-0.4819;-2.4186;1
326;55;2;0;0;0;-0.4819;-2.4186;1
327;55;3;0;0;0;-0.4819;-2.4186;1
328;55;4;0;0;0;-0.4819;-2.4186;1
329;55;5;1;0;0;-0.4819;-2.4186;1
330;55;6;0;0;0;-0.4819;-2.4186;1
331;56;1;0;0;0;0.2092;1.0402;0
332;56;2;0;0;0;0.2092;1.0402;0
333;56;3;0;0;0;0.2092;1.0402;0
334;56;4;0;0;0;0.2092;1.0402;0
335;56;5;0;0;0;0.2092;1.0402;0
336;56;6;1;0;0;0.2092;1.0402;0
337;57;1;0;0;0;-0.2018;-0.9581;0
338;57;2;1;0;0;-0.2018;-0.9581;0
339;57;3;0;0;0;-0.2018;-0.9581;0
340;57;4;1;0;0;-0.2018;-0.9581;0
341;57;5;0;0;0;-0.2018;-0.9581;0
342;57;6;0;0;0;-0.2018;-0.9581;0
343;58;1;0;0;0;0.9148;1.0999;1
344;58;2;1;0;0;0.9148;1.0999;1
345;58;3;0;0;0;0.9148;1.0999;1
346;58;4;1;0;0;0.9148;1.0999;1
347;58;5;0;0;0;0.9148;1.0999;1
348;58;6;1;0;0;0.9148;1.0999;1
349;59;1;0;0;0;0.2614;0.8719;0
350;59;2;0;0;0;0.2614;0.8719;0
351;59;3;0;0;0;0.2614;0.8719;0
352;59;4;1;0;0;0.2614;0.8719;0
353;59;5;0;0;0;0.2614;0.8719;0
354;59;6;1;0;0;0.2614;0.8719;0
355;60;1;0;0;0;0.2555;1.3925;0
356;60;2;0;0;0;0.2555;1.3925;0
357;60;3;1;0;0;0.2555;1.3925;0
358;60;4;1;0;0;0.2555;1.3925;0
359;60;5;0;0;0;0.2555;1.3925;0
360;60;6;0;0;0;0.2555;1.3925;0
361;61;1;0;0;0;0.5195;0.7608;0
362;61;2;1;0;0;0.5195;0.7608;0
363;61;3;0;0;0;0.5195;0.7608;0
364;61;4;0;0;0;0.5195;0.7608;0
365;61;5;0;0;0;0.5195;0.7608;0
366;61;6;1;0;0;0.5195;0.7608;0
367;62;1;0;0;0;0.3683;0.6377;1
368;62;2;1;0;0;0.3683;0.6377;1
369;62;3;0;0;0;0.3683;0.6377;1
370;62;4;1;0;0;0.3683;0.6377;1
371;62;5;0;0;0;0.3683;0.6377;1
372;62;6;0;0;0;0.3683;0.6377;1
373;63;1;1;0;0;-0.2011;0.1487;1
374;63;2;0;0;0;-0.2011;0.1487;1
375;63;3;0;0;0;-0.2011;0.1487;1
376;63;4;0;0;0;-0.2011;0.1487;1
377;63;5;0;0;0;-0.2011;0.1487;1
378;63;6;1;0;0;-0.2011;0.1487;1
379;64;1;0;0;0;-0.3457;0.6889;1
380;64;2;0;0;0;-0.3457;0.6889;1
381;64;3;0;0;0;-0.3457;0.6889;1
382;64;4;0;0;0;-0.3457;0.6889;1
383;64;5;0;0;0;-0.3457;0.6889;1
384;64;6;0;0;0;-0.3457;0.6889;1
385;65;1;0;0;0;0.3538;1.297;1
386;65;2;0;0;0;0.3538;1.297;1
387;65;3;1;0;0;0.3538;1.297;1
388;65;4;1;0;0;0.3538;1.297;1
389;65;5;0;0;0;0.3538;1.297;1
390;65;6;0;0;0;0.3538;1.297;1
391;66;1;1;0;0;1.0641;1.6724;0
392;66;2;0;0;0;1.0641;1.6724;0
393;66;3;0;0;0;1.0641;1.6724;0
394;66;4;1;0;0;1.0641;1.6724;0
395;66;5;1;0;0;1.0641;1.6724;0
396;66;6;1;0;0;1.0641;1.6724;0
397;67;1;0;0;0;0.8324;-0.7177;1
398;67;2;1;0;0;0.8324;-0.7177;1
399;67;3;1;0;0;0.8324;-0.7177;1
400;67;4;0;0;0;0.8324;-0.7177;1
401;67;5;1;0;0;0.8324;-0.7177;1
402;67;6;0;0;0;0.8324;-0.7177;1
403;68;1;0;0;0;-0.683;1.4502;0
404;68;2;0;0;0;-0.683;1.4502;0
405;68;3;0;0;0;-0.683;1.4502;0
406;68;4;0;0;0;-0.683;1.4502;0
407;68;5;0;0;0;-0.683;1.4502;0
408;68;6;0;0;0;-0.683;1.4502;0
409;69;1;0;0;0;0.398;0.2;0
410;69;2;0;0;0;0.398;0.2;0
411;69;3;0;0;0;0.398;0.2;0
412;69;4;0;0;0;0.398;0.2;0
413;69;5;1;0;0;0.398;0.2;0
414;69;6;0;0;0;0.398;0.2;0
415;70;1;0;0;0;-0.1116;0.819;1
416;70;2;0;0;0;-0.1116;0.819;1
417;70;3;0;0;0;-0.1116;0.819;1
418;70;4;0;0;0;-0.1116;0.819;1
419;70;5;1;0;0;-0.1116;0.819;1
420;70;6;1;0;0;-0.1116;0.819;1
421;71;1;0;0;0;-0.5785;-0.575;1
422;71;2;0;0;0;-0.5785;-0.575;1
423;71;3;0;0;0;-0.5785;-0.575;1
424;71;4;1;0;0;-0.5785;-0.575;1
425;71;5;0;0;0;-0.5785;-0.575;1
426;71;6;0;0;0;-0.5785;-0.575;1
427;72;1;0;0;0;-0.0033;-1.0922;1
428;72;2;0;0;0;-0.0033;-1.0922;1
429;72;3;0;0;0;-0.0033;-1.0922;1
430;72;4;0;0;0;-0.0033;-1.0922;1
431;72;5;0;0;0;-0.0033;-1.0922;1
432;72;6;0;0;0;-0.0033;-1.0922;1
433;73;1;0;0;0;-0.1645;0.8941;0
434;73;2;0;0;0;-0.1645;0.8941;0
435;73;3;0;0;0;-0.1645;0.8941;0
436;73;4;1;0;0;-0.1645;0.8941;0
437;73;5;1;0;0;-0.1645;0.8941;0
438;73;6;1;0;0;-0.1645;0.8941;0
439;74;1;0;0;0;1.0766;2.2801;1
440;74;2;0;0;0;1.0766;2.2801;1
441;74;3;0;0;0;1.0766;2.2801;1
442;74;4;1;0;0;1.0766;2.2801;1
443;74;5;0;0;0;1.0766;2.2801;1
444;74;6;1;0;0;1.0766;2.2801;1
445;75;1;1;0;0;0.2823;1.144;0
446;75;2;0;0;0;0.2823;1.144;0
447;75;3;0;0;0;0.2823;1.144;0
448;75;4;0;0;0;0.2823;1.144;0
449;75;5;0;0;0;0.2823;1.144;0
450;75;6;0;0;0;0.2823;1.144;0
451;76;1;1;0;0;0.8758;1.5699;1
452;76;2;1;0;0;0.8758;1.5699;1
453;76;3;0;0;0;0.8758;1.5699;1
454;76;4;1;0;0;0.8758;1.5699;1
455;76;5;1;0;0;0.8758;1.5699;1
456;76;6;0;0;0;0.8758;1.5699;1
457;77;1;0;0;0;-0.7019;-0.4417;0
458;77;2;0;0;0;-0.7019;-0.4417;0
459;77;3;0;0;0;-0.7019;-0.4417;0
460;77;4;0;0;0;-0.7019;-0.4417;0
461;77;5;0;0;0;-0.7019;-0.4417;0
462;77;6;0;0;0;-0.7019;-0.4417;0
463;78;1;1;0;0;0.8927;2.0228;1
464;78;2;0;0;0;0.8927;2.0228;1
465;78;3;0;0;0;0.8927;2.0228;1
466;78;4;0;0;0;0.8927;2.0228;1
467;78;5;0;0;0;0.8927;2.0228;1
468;78;6;0;0;0;0.8927;2.0228;1
469;79;1;0;0;0;0.7236;0.8444;0
470;79;2;0;0;0;0.7236;0.8444;0
471;79;3;0;0;0;0.7236;0.8444;0
472;79;4;1;0;0;0.7236;0.8444;0
473;79;5;0;0;0;0.7236;0.8444;0
474;79;6;1;0;0;0.7236;0.8444;0
475;80;1;0;0;0;-0.5014;-0.5971;0
476;80;2;0;0;0;-0.5014;-0.5971;0
477;80;3;1;0;0;-0.5014;-0.5971;0
478;80;4;1;0;0;-0.5014;-0.5971;0
479;80;5;1;0;0;-0.5014;-0.5971;0
480;80;6;0;0;0;-0.5014;-0.5971;0
481;81;1;1;0;0;0.1508;0.6828;0
482;81;2;0;0;0;0.1508;0.6828;0
483;81;3;0;0;0;0.1508;0.6828;0
484;81;4;1;0;0;0.1508;0.6828;0
485;81;5;1;0;0;0.1508;0.6828;0
486;81;6;1;0;0;0.1508;0.6828;0
487;82;1;0;0;0;-0.5342;-1.2591;1
488;82;2;0;0;0;-0.5342;-1.2591;1
489;82;3;1;0;0;-0.5342;-1.2591;1
490;82;4;0;0;0;-0.5342;-1.2591;1
491;82;5;0;0;0;-0.5342;-1.2591;1
492;82;6;0;0;0;-0.5342;-1.2591;1
493;83;1;0;0;0;0.4135;1.7204;1
494;83;2;0;0;0;0.4135;1.7204;1
495;83;3;1;0;0;0.4135;1.7204;1
496;83;4;0;0;0;0.4135;1.7204;1
497;83;5;0;0;0;0.4135;1.7204;1
498;83;6;1;0;0;0.4135;1.7204;1
499;84;1;0;0;0;-0.9235;-1.355;0
500;84;2;0;0;0;-0.9235;-1.355;0
501;84;3;0;0;0;-0.9235;-1.355;0
502;84;4;1;0;0;-0.9235;-1.355;0
503;84;5;0;0;0;-0.9235;-1.355;0
504;84;6;0;0;0;-0.9235;-1.355;0
505;85;1;0;0;0;0.175;-0.9101;0
506;85;2;1;0;0;0.175;-0.9101;0
507;85;3;0;0;0;0.175;-0.9101;0
508;85;4;0;0;0;0.175;-0.9101;0
509;85;5;0;0;0;0.175;-0.9101;0
510;85;6;0;0;0;0.175;-0.9101;0
511;86;1;0;0;0;-0.8126;-0.829;0
512;86;2;0;0;0;-0.8126;-0.829;0
513;86;3;0;0;0;-0.8126;-0.829;0
514;86;4;0;0;0;-0.8126;-0.829;0
515;86;5;0;0;0;-0.8126;-0.829;0
516;86;6;0;0;0;-0.8126;-0.829;0
517;87;1;1;0;0;0.2464;0.988;0
518;87;2;0;0;0;0.2464;0.988;0
519;87;3;1;0;0;0.2464;0.988;0
520;87;4;0;0;0;0.2464;0.988;0
521;87;5;0;0;0;0.2464;0.988;0
522;87;6;0;0;0;0.2464;0.988;0
523;88;1;1;0;0;0.8564;-0.4756;0
524;88;2;1;0;0;0.8564;-0.4756;0
525;88;3;1;0;0;0.8564;-0.4756;0
526;88;4;0;0;0;0.8564;-0.4756;0
527;88;5;1;0;0;0.8564;-0.4756;0
528;88;6;0;0;0;0.8564;-0.4756;0
529;89;1;0;0;0;0.2981;1.1807;1
530;89;2;0;0;0;0.2981;1.1807;1
531;89;3;0;0;0;0.2981;1.1807;1
532;89;4;1;0;0;0.2981;1.1807;1
533;89;5;0;0;0;0.2981;1.1807;1
534;89;6;1;0;0;0.2981;1.1807;1
535;90;1;0;0;0;-0.2193;-0.2367;0
536;90;2;0;0;0;-0.2193;-0.2367;0
537;90;3;1;0;0;-0.2193;-0.2367;0
538;90;4;1;0;0;-0.2193;-0.2367;0
539;90;5;0;0;0;-0.2193;-0.2367;0
540;90;6;0;0;0;-0.2193;-0.2367;0
541;91;1;0;0;0;-0.1055;1.2748;1
542;91;2;0;0;0;-0.1055;1.2748;1
543;91;3;0;0;0;-0.1055;1.2748;1
544;91;4;1;0;0;-0.1055;1.2748;1
545;91;5;0;0;0;-0.1055;1.2748;1
546;91;6;0;0;0;-0.1055;1.2748;1
547;92;1;1;0;0;0.3279;1.372;0
548;92;2;0;0;0;0.3279;1.372;0
549;92;3;1;0;0;0.3279;1.372;0
550;92;4;0;0;0;0.3279;1.372;0
551;92;5;0;0;0;0.3279;1.372;0
552;92;6;1;0;0;0.3279;1.372;0
553;93;1;0;0;0;-0.9696;-1.1572;1
554;93;2;1;0;0;-0.9696;-1.1572;1
555;93;3;1;0;0;-0.9696;-1.1572;1
556;93;4;1;0;0;-0.9696;-1.1572;1
557;93;5;0;0;0;-0.9696;-1.1572;1
558;93;6;0;0;0;-0.9696;-1.1572;1
559;94;1;1;0;0;-0.2484;-1.7547;0
560;94;2;0;0;0;-0.2484;-1.7547;0
561;94;3;0;0;0;-0.2484;-1.7547;0
562;94;4;1;0;0;-0.2484;-1.7547;0
